,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID.1.,catalyst_1_ID_1_SMILES,Catalyst_1_ID.2.,catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID.1.,catalyst_2_ID_1_SMILES,Catalyst_2_ID.2.,catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,react_1_canon,react_2_canon,halide,nuc,catalyst,ligand,Year
300,301,5__PF-06741833__PF-06825902__,SCRN_140,00119131-1880,RKB-03616460,BUCHWALD,Metal Mediated,[F:1][c:2]1[c:8](Cl)[n:7][c:6]([N:9]2[CH2:14][CH2:13][O:12][CH2:11][CH2:10]2)[n:5][c:3]1[Cl:4].[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([CH2:27][OH:28])([NH2:26])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17]>>[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([NH:26][c:8]2[c:2]([F:1])[c:3]([Cl:4])[n:5][c:6]([N:9]3[CH2:14][CH2:13][O:12][CH2:11][CH2:10]3)[n:7]2)([CH2:27][OH:28])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17],PF-06859465,CC(C)(C)OC(=O)N1CCC(CO)(C1)Nc2nc(nc(Cl)c2F)N3CCOCC3,5,310.0,1937103.375,0.285586466957453,Dioxane,80.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,Pd(OAc)2,0.125,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,,,Pd(OAc)2/R-Josiphos SL-J009-1,1.0,PF-06741833,n1c(c(c(nc1N1CCOCC1)Cl)F)Cl,,PF-06825902,C1[C@@](CN(C1)C(OC(C)(C)C)=O)(CO)N,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,C(O[Pd]OC(C)=O)(C)=O,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,2015
301,302,5__PF-06741833__PF-06825902__,SCRN_140,00119131-1880,RKB-03616461,BUCHWALD,Metal Mediated,[F:1][c:2]1[c:8](Cl)[n:7][c:6]([N:9]2[CH2:14][CH2:13][O:12][CH2:11][CH2:10]2)[n:5][c:3]1[Cl:4].[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([CH2:27][OH:28])([NH2:26])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17]>>[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([NH:26][c:8]2[c:2]([F:1])[c:3]([Cl:4])[n:5][c:6]([N:9]3[CH2:14][CH2:13][O:12][CH2:11][CH2:10]3)[n:7]2)([CH2:27][OH:28])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17],PF-06859465,CC(C)(C)OC(=O)N1CCC(CO)(C1)Nc2nc(nc(Cl)c2F)N3CCOCC3,5,310.0,1673982.875,1.00070847419109,Toluene,80.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,Pd(OAc)2,0.125,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,,,Pd(OAc)2/cataCXium A,1.0,PF-06741833,n1c(c(c(nc1N1CCOCC1)Cl)F)Cl,,PF-06825902,C1[C@@](CN(C1)C(OC(C)(C)C)=O)(CO)N,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,C(O[Pd]OC(C)=O)(C)=O,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,2015
302,303,5__PF-06741833__PF-06825902__,SCRN_140,00119131-1880,RKB-03616463,BUCHWALD,Metal Mediated,[F:1][c:2]1[c:8](Cl)[n:7][c:6]([N:9]2[CH2:14][CH2:13][O:12][CH2:11][CH2:10]2)[n:5][c:3]1[Cl:4].[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([CH2:27][OH:28])([NH2:26])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17]>>[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([NH:26][c:8]2[c:2]([F:1])[c:3]([Cl:4])[n:5][c:6]([N:9]3[CH2:14][CH2:13][O:12][CH2:11][CH2:10]3)[n:7]2)([CH2:27][OH:28])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17],PF-06859465,CC(C)(C)OC(=O)N1CCC(CO)(C1)Nc2nc(nc(Cl)c2F)N3CCOCC3,5,310.0,1439564.125,0,Toluene,80.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,Pd(OAc)2,0.125,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,,,Pd(OAc)2/cataCXium POMetB,1.0,PF-06741833,n1c(c(c(nc1N1CCOCC1)Cl)F)Cl,,PF-06825902,C1[C@@](CN(C1)C(OC(C)(C)C)=O)(CO)N,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,C(O[Pd]OC(C)=O)(C)=O,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,2015
303,304,5__PF-06741833__PF-06825902__,SCRN_140,00119131-1880,RKB-03616464,BUCHWALD,Metal Mediated,[F:1][c:2]1[c:8](Cl)[n:7][c:6]([N:9]2[CH2:14][CH2:13][O:12][CH2:11][CH2:10]2)[n:5][c:3]1[Cl:4].[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([CH2:27][OH:28])([NH2:26])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17]>>[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([NH:26][c:8]2[c:2]([F:1])[c:3]([Cl:4])[n:5][c:6]([N:9]3[CH2:14][CH2:13][O:12][CH2:11][CH2:10]3)[n:7]2)([CH2:27][OH:28])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17],PF-06859465,CC(C)(C)OC(=O)N1CCC(CO)(C1)Nc2nc(nc(Cl)c2F)N3CCOCC3,5,310.0,1363775.875,0,Toluene,80.0,18.0,,,,MFCD22572666,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,0.0625,MFCD22572666,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,,3G OMs BrettPhos,1.0,PF-06741833,n1c(c(c(nc1N1CCOCC1)Cl)F)Cl,,PF-06825902,C1[C@@](CN(C1)C(OC(C)(C)C)=O)(CO)N,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,2015
304,305,5__PF-06741833__PF-06825902__,SCRN_140,00119131-1880,RKB-03616465,BUCHWALD,Metal Mediated,[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:15][C:11]([CH2:13][OH:14])([NH2:12])[CH2:10][CH2:9]1)=[O:7])([CH3:4])[CH3:3].[F:16][c:17]1[c:23](Cl)[n:22][c:21]([N:24]2[CH2:29][CH2:28][O:27][CH2:26][CH2:25]2)[n:20][c:18]1[Cl:19]>>[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:15][C:11]([NH:12][c:23]2[c:17]([F:16])[c:18]([Cl:19])[n:20][c:21]([N:24]3[CH2:29][CH2:28][O:27][CH2:26][CH2:25]3)[n:22]2)([CH2:13][OH:14])[CH2:10][CH2:9]1)=[O:7])([CH3:4])[CH3:3],PF-06859465,CC(C)(C)OC(=O)N1CCC(CO)(C1)Nc2nc(nc(Cl)c2F)N3CCOCC3,5,310.0,2093300.375,0.189721693310814,Toluene,80.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,Pd(OAc)2,0.125,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,,,Pd(OAc)2/cataCXium A,1.0,PF-06741833,n1c(c(c(nc1N1CCOCC1)Cl)F)Cl,,PF-06825902,C1[C@@](CN(C1)C(OC(C)(C)C)=O)(CO)N,,,,3.0,MFCD00010957,Cs2CO3,,,,Pd coupling,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,C(O[Pd]OC(C)=O)(C)=O,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,2015
305,306,5__PF-06741833__PF-06825902__,SCRN_140,00119131-1880,RKB-03616466,BUCHWALD,Metal Mediated,[F:1][c:2]1[c:8](Cl)[n:7][c:6]([N:9]2[CH2:14][CH2:13][O:12][CH2:11][CH2:10]2)[n:5][c:3]1[Cl:4].[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([CH2:27][OH:28])([NH2:26])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17]>>[CH3:15][C:16]([O:19][C:20]([N:22]1[CH2:29][C:25]([NH:26][c:8]2[c:2]([F:1])[c:3]([Cl:4])[n:5][c:6]([N:9]3[CH2:14][CH2:13][O:12][CH2:11][CH2:10]3)[n:7]2)([CH2:27][OH:28])[CH2:24][CH2:23]1)=[O:21])([CH3:18])[CH3:17],PF-06859465,CC(C)(C)OC(=O)N1CCC(CO)(C1)Nc2nc(nc(Cl)c2F)N3CCOCC3,5,310.0,1751605.25,0.583030913438652,t-AmOH,80.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,Pd(OAc)2,0.125,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,,,Pd(OAc)2/cataCXium POMetB,1.0,PF-06741833,n1c(c(c(nc1N1CCOCC1)Cl)F)Cl,,PF-06825902,C1[C@@](CN(C1)C(OC(C)(C)C)=O)(CO)N,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,C(O[Pd]OC(C)=O)(C)=O,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,2015
306,307,5__PF-06741436__MFCD00276987__,SCRN_137,00119131-1736,RKB-03581875,BUCHWALD,Metal Mediated,[CH3:1][CH2:2][c:3]1[c:11](Br)[c:10]([n:6]2[cH:5][cH:4]1)[n:9][cH:8][cH:7]2.[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:25][CH2:24][NH:23][CH2:22][CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:1][CH2:2][c:3]1[c:11]([N:23]2[CH2:24][CH2:25][N:19]([C:17]([O:16][C:13]([CH3:15])([CH3:14])[CH3:12])=[O:18])[CH2:20][CH2:21][CH2:22]2)[c:10]([n:6]3[cH:5][cH:4]1)[n:9][cH:8][cH:7]3,PF-06830592,CCc1ccn2ccnc2c1N3CCCN(CC3)C(=O)OC(C)(C)C,5,280.0,8966654.0,,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,Pd(OAc)2,0.125,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,,,Pd(OAc)2 / BINAP,1.0,PF-06741436,c1c(c(c2n(c1)ccn2)Br)CC,1.0,MFCD00276987,N1(C(OC(C)(C)C)=O)CCCNCC1,,,,3.0,MFCD00010957,Cs2CO3,,,,Pd coupling,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,2014
307,308,5__PF-06741436__MFCD00276987__,SCRN_137,00119131-1736,RKB-03581876,BUCHWALD,Metal Mediated,[CH3:1][CH2:2][c:3]1[c:11](Br)[c:10]([n:6]2[cH:5][cH:4]1)[n:9][cH:8][cH:7]2.[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:25][CH2:24][NH:23][CH2:22][CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:1][CH2:2][c:3]1[c:11]([N:23]2[CH2:24][CH2:25][N:19]([C:17]([O:16][C:13]([CH3:15])([CH3:14])[CH3:12])=[O:18])[CH2:20][CH2:21][CH2:22]2)[c:10]([n:6]3[cH:5][cH:4]1)[n:9][cH:8][cH:7]3,PF-06830592,CCc1ccn2ccnc2c1N3CCCN(CC3)C(=O)OC(C)(C)C,5,280.0,7552215.5,,Toluene,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD06798294,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,Pd(OAc)2,0.125,MFCD06798294,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,,,Pd(OAc)2 / RuPhos,1.0,PF-06741436,c1c(c(c2n(c1)ccn2)Br)CC,1.0,MFCD00276987,N1(C(OC(C)(C)C)=O)CCCNCC1,,,,3.0,None,Special,,,,Pd coupling,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,2014
308,309,5__PF-06741436__MFCD00276987__,SCRN_137,00119131-1736,RKB-03581877,BUCHWALD,Metal Mediated,[CH3:1][CH2:2][c:3]1[c:11](Br)[c:10]([n:6]2[cH:5][cH:4]1)[n:9][cH:8][cH:7]2.[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:25][CH2:24][NH:23][CH2:22][CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:1][CH2:2][c:3]1[c:11]([N:23]2[CH2:24][CH2:25][N:19]([C:17]([O:16][C:13]([CH3:15])([CH3:14])[CH3:12])=[O:18])[CH2:20][CH2:21][CH2:22]2)[c:10]([n:6]3[cH:5][cH:4]1)[n:9][cH:8][cH:7]3,PF-06830592,CCc1ccn2ccnc2c1N3CCCN(CC3)C(=O)OC(C)(C)C,5,280.0,7575851.5,,Toluene,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD06798294,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,Pd(OAc)2,0.125,MFCD06798294,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,,,Pd(OAc)2 / RuPhos,1.0,PF-06741436,c1c(c(c2n(c1)ccn2)Br)CC,1.0,MFCD00276987,N1(C(OC(C)(C)C)=O)CCCNCC1,,,,3.0,MFCD00064508,Special,,,,Pd coupling,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,2014
309,310,5__PF-06741436__MFCD00276987__,SCRN_137,00119131-1736,RKB-03581880,BUCHWALD,Metal Mediated,[CH3:1][CH2:2][c:3]1[c:11](Br)[c:10]([n:6]2[cH:5][cH:4]1)[n:9][cH:8][cH:7]2.[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:25][CH2:24][NH:23][CH2:22][CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:1][CH2:2][c:3]1[c:11]([N:23]2[CH2:24][CH2:25][N:19]([C:17]([O:16][C:13]([CH3:15])([CH3:14])[CH3:12])=[O:18])[CH2:20][CH2:21][CH2:22]2)[c:10]([n:6]3[cH:5][cH:4]1)[n:9][cH:8][cH:7]3,PF-06830592,CCc1ccn2ccnc2c1N3CCCN(CC3)C(=O)OC(C)(C)C,5,280.0,7495344.5,,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD04117682,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,Pd(OAc)2,0.125,MFCD04117682,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,,,Pd(OAc)2 / XPhos,1.0,PF-06741436,c1c(c(c2n(c1)ccn2)Br)CC,1.0,MFCD00276987,N1(C(OC(C)(C)C)=O)CCCNCC1,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,2014
310,311,5__PF-06741436__MFCD00276987__,SCRN_137,00119131-1736,RKB-03581881,BUCHWALD,Metal Mediated,[CH3:1][CH2:2][c:3]1[c:11](Br)[c:10]([n:6]2[cH:5][cH:4]1)[n:9][cH:8][cH:7]2.[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:25][CH2:24][NH:23][CH2:22][CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:1][CH2:2][c:3]1[c:11]([N:23]2[CH2:24][CH2:25][N:19]([C:17]([O:16][C:13]([CH3:15])([CH3:14])[CH3:12])=[O:18])[CH2:20][CH2:21][CH2:22]2)[c:10]([n:6]3[cH:5][cH:4]1)[n:9][cH:8][cH:7]3,PF-06830592,CCc1ccn2ccnc2c1N3CCCN(CC3)C(=O)OC(C)(C)C,5,280.0,8046359.0,,Toluene,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD06798294,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,Pd(OAc)2,0.125,MFCD06798294,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,,,Pd(OAc)2 / RuPhos,1.0,PF-06741436,c1c(c(c2n(c1)ccn2)Br)CC,1.0,MFCD00276987,N1(C(OC(C)(C)C)=O)CCCNCC1,,,,3.0,MFCD00050479,Special,,,,Pd coupling,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC(C)C)cccc1OC(C)C,2014
311,312,5__PF-06666309__MFCD00005201__,SCRN_145,00119131-2343,RKB-03724787,BUCHWALD,Metal Mediated,Br[C:1]([C:11](=[O:12])[N:5]1[C:4]([C:9](=[O:10])[O:8][CH2:7][CH2:6]1)=[CH:3]2)=[CH:2]2.[CH3:13][c:14]1[n:18][cH:17][nH:16][cH:15]1>>[CH3:13][c:14]1[n:18][cH:17][n:16]([C:1]([C:11](=[O:12])[N:5]2[C:4]([C:9](=[O:10])[O:8][CH2:7][CH2:6]2)=[CH:3]3)=[CH:2]3)[cH:15]1,PF-06444417,Cc1cn(cn1)C2=CC=C3N(CCOC3=O)C2=O,5,280.0,147594.70638,100,Toluene/Dioxane 3:1,100.0,18.0,,,,MFCD28411658,C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O,,0.0625,MFCD28411658,C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O,,,Xantphos Pd G4,1.0,PF-06666309,c1c(c(n2c(c1)C(OCC2)=O)=O)Br,2.0,MFCD00005201,c1(c[nH]cn1)C,,,,3.0,MFCD00012459,NaOAc,,,,Pd coupling,O=C1OCCn2c1ccc(Br)c2=O,Cc1c[nH]cn1,O=C1OCCn2c1ccc(Br)c2=O,Cc1c[nH]cn1,C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O,,2017
312,313,5__PF-01672186__MFCD00015000__,SCRN_9,00119131-2691,RKB-04001935,BUCHWALD,Metal Mediated,Br[c:1]1[cH:6][n:5][cH:4][n:3][cH:2]1.[CH3:7][C:8]([O:11][C:12]([NH:14][NH:15][C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])=[O:13])([CH3:10])[CH3:9]>>[CH3:7][C:8]([O:11][C:12]([NH:14][N:15]([c:1]1[cH:6][n:5][cH:4][n:3][cH:2]1)[C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])=[O:13])([CH3:10])[CH3:9],PF-07094639,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1cncnc1,5,280.0,37.235157750276,,Dioxane,110.0,,,,,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,0.0625,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,,SK-CC02-A,1.0,PF-01672186,c1(cncnc1)Br,2.0,MFCD00015000,C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C,,,,,MFCD00064808,KOtPn,,,,Pd coupling,Brc1cncnc1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,Brc1cncnc1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,2018
313,314,5__PF-01672186__MFCD00015000__,SCRN_9,00119131-2691,RKB-04001938,BUCHWALD,Metal Mediated,Br[c:1]1[cH:6][n:5][cH:4][n:3][cH:2]1.[CH3:7][C:8]([O:11][C:12]([NH:14][NH:15][C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])=[O:13])([CH3:10])[CH3:9]>>[CH3:7][C:8]([O:11][C:12]([NH:14][N:15]([c:1]1[cH:6][n:5][cH:4][n:3][cH:2]1)[C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])=[O:13])([CH3:10])[CH3:9],PF-07094639,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1cncnc1,5,280.0,58.3305909440745,,Dioxane,110.0,,,,,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,0.0625,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,,SK-CC02-A,1.0,PF-01672186,c1(cncnc1)Br,2.0,MFCD00015000,C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C,,,,,MFCD00064808,KOtPn,,,,Pd coupling,Brc1cncnc1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,Brc1cncnc1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,2018
