,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID.1.,catalyst_1_ID_1_SMILES,Catalyst_1_ID.2.,catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID.1.,catalyst_2_ID_1_SMILES,Catalyst_2_ID.2.,catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,react_1_canon,react_2_canon,halide,nuc,catalyst,ligand,Year
287,288,51__PF-06828598__MFCD00024023__,SCRN_98,00119131-2440,RKB-03769338,BUCHWALD,Metal Mediated,Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][NH:25][CH2:24][CH2:23]3>>[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][N:25]([c:1]4[cH:10][c:9]([c:4]5[cH:3][cH:2]4)[cH:8][cH:7][cH:6][n:5]5)[CH2:24][CH2:23]3,PF-07013203,O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12,51,225.0,43652.8818439743,,Dioxane,110.0,18.0,,,,MFCD22572666,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,0.125,MFCD22572666,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,,3G OMs BrettPhos,1.0,PF-06828598,C1CN(CCN1)CCCCOc1cccc2c1CNC2=O,,MFCD00024023,c12c(ccc(c1)Br)nccc2,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,Brc1ccc2ncccc2c1,Brc1ccc2ncccc2c1,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,2017
288,289,50__PF-06733593__PF-06659235-14__,SCRN_470,00119131-1375,RKB-03537278,BUCHWALD,Metal Mediated,[NH2:1][c:2]1[n:7][cH:6][c:5]([c:8]2[n:13][c:12]([N:14]3[CH2:19][CH2:18][O:17][CH2:16][CH2:15]3)[n:11][c:10](Cl)[cH:9]2)[cH:4][cH:3]1.[CH3:20][N:21]([C:27]([O:29][C:30]([CH3:33])([CH3:32])[CH3:31])=[O:28])[C@H:22]1[CH2:26][C@H:24]([NH2:25])[CH2:23]1>>[CH3:20][N:21]([C:27]([O:29][C:30]([CH3:33])([CH3:32])[CH3:31])=[O:28])[C@H:22]1[CH2:26][C@H:24]([NH:25][c:10]2[n:11][c:12]([N:14]3[CH2:19][CH2:18][O:17][CH2:16][CH2:15]3)[n:13][c:8]([c:5]4[cH:6][n:7][c:2]([NH2:1])[cH:3][cH:4]4)[cH:9]2)[CH2:23]1,PF-06732721,CN([C@@H]1C[C@H](C1)Nc2cc(nc(n2)N3CCOCC3)c4ccc(N)nc4)C(=O)OC(C)(C)C,50,280.0,33390578.0,,THF,100.0,18.0,,,,MFCD12545956,c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN,,0.125,MFCD12545956,c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN,,,BrettPhos Palladacycle,1.0,PF-06733593,n1c(cc(nc1N1CCOCC1)Cl)c1ccc(nc1)N,,PF-06659235-14,N[C@H]1C[C@@H](C1)N(C(=O)OC(C)(C)C)C,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,Nc1ccc(-c2cc(Cl)nc(N3CCOCC3)n2)cn1,CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](N)C1,Nc1ccc(-c2cc(Cl)nc(N3CCOCC3)n2)cn1,CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](N)C1,c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN,,2013
289,290,50__PF-05314903__MFCD03419272__,SCRN_298,00119131-2673,RKB-03997413,BUCHWALD,Metal Mediated,[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:13][C@H:11]([NH2:12])[CH2:10][CH2:9]1)=[O:7])([CH3:4])[CH3:3].Br[c:14]1[n:22][c:21]([c:17]2[cH:16][cH:15]1)[cH:20]c[cH:19][c:18]2[C:23]#[N:24]>>[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:13][C@H:11]([NH:12][c:17]2[cH:23][n:24][c:14]([N:22]3[CH2:19][CH2:18]O[CH2:20][CH2:21]3)[cH:15][cH:16]2)[CH2:10][CH2:9]1)=[O:7])([CH3:4])[CH3:3],PF-07093146,CC(C)(C)OC(=O)N1CC[C@H](C1)Nc2ccc(nc2)N3CCOCC3,50,254.0,26824.7232178814,,Dioxane,120.0,,0.125,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,Pd(OAc)2,0.125,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,,,Pd(OAc)2/cataCXium A,1.0,PF-05314903,c1cc(c2c(c1)nc(cc2)Br)C#N,1.0,MFCD03419272,N1(C[C@@H](CC1)N)C(OC(C)(C)C)=O,,,,,MFCD00008261,LiHMDS,,,,Pd coupling,N#Cc1cccc2nc(Br)ccc12,CC(C)(C)OC(=O)N1CC[C@@H](N)C1,N#Cc1cccc2nc(Br)ccc12,CC(C)(C)OC(=O)N1CC[C@@H](N)C1,C(O[Pd]OC(C)=O)(C)=O,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,2018
290,291,50__MFCD00024023__MFCD00015000__,SCRN_114,00119131-2679,RKB-03998718,BUCHWALD,Metal Mediated,Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13],PF-07093980,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1,50,280.0,355756.439077298,,Dioxane,90.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,Pd(OAc)2,0.125,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,,,Pd(OAc)2/cataCXium POMetB,1.0,MFCD00024023,c12c(ccc(c1)Br)nccc2,2.0,MFCD00015000,C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C,,,,3.0,MFCD00010957,Cs2CO3,,,,Pd coupling,Brc1ccc2ncccc2c1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,Brc1ccc2ncccc2c1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,C(O[Pd]OC(C)=O)(C)=O,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,2018
291,292,50__MFCD00024023__MFCD00015000__,SCRN_9,00119131-2691,RKB-04002230,BUCHWALD,Metal Mediated,Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13],PF-07093980,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1,50,280.0,720.170998068965,,Dioxane,110.0,,,,,,,,0.0625,MFCD25976528,c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C,,,tBuBrettPhos  Pd G3,1.0,MFCD00024023,c12c(ccc(c1)Br)nccc2,2.0,MFCD00015000,C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C,,,,,MFCD00064808,KOtPn,,,,Pd coupling,Brc1ccc2ncccc2c1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,Brc1ccc2ncccc2c1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C,,2018
292,293,5__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607918,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,5,225.0,87615.0234375,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,Pd(OAc)2,0.125,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,,,Pd(OAc)2/BiPyPhos,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00010957,Cs2CO3,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,2015
293,294,5__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607919,BUCHWALD,Metal Mediated,C[c:1]1[c:9]([c:5]2[n:4][cH:3][n:2]1)[cH:8][cH:7][nH:6]2.[CH3:10][c:11]1[c:27](I)[c:26]([c:13]2[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[n:14]2>>[CH3:10][c:11]1[c:27]([n:6]2[c:5]([c:9]3[cH:8][cH:7]2)[n:4][cH:3][n:2][c:1]3Cl)[c:26]([c:13]4[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]5[cH:23][cH:22][cH:21][cH:20][cH:19]5)[n:14]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,5,225.0,154521.21875,#ERROR,t-AmOH,100.0,18.0,,,,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,0.0625,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,,SK-CC02-A,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00010957,Cs2CO3,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,2015
294,295,5__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607920,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,5,225.0,97769.421875,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,Pd(OAc)2,0.125,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,,,Pd(OAc)2/cataCXium A,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00010957,Cs2CO3,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,2015
295,296,5__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607921,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,5,225.0,41079.12890625,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,Pd(OAc)2,0.125,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,,,Pd(OAc)2/R-Josiphos SL-J009-1,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00064808,KOPnt,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,2015
296,297,5__PF-06828598__MFCD00024023__,SCRN_98,00119131-2440,RKB-03769405,BUCHWALD,Metal Mediated,[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3,PF-07013203,O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12,5,225.0,2650.61316235252,,Toluene,110.0,18.0,0.125,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,Pd(OAc)2,0.25,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,,,Pd(OAc)2/BiPyPhos,1.0,PF-06828598,C1CN(CCN1)CCCCOc1cccc2c1CNC2=O,,MFCD00024023,c12c(ccc(c1)Br)nccc2,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,Brc1ccc2ncccc2c1,Brc1ccc2ncccc2c1,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,C(O[Pd]OC(C)=O)(C)=O,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,2017
297,298,5__PF-06828598__MFCD00024023__,SCRN_98,00119131-2440,RKB-03769406,BUCHWALD,Metal Mediated,[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3,PF-07013203,O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12,5,225.0,3664.85427863531,,t-AmOH,110.0,18.0,0.125,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,Pd(OAc)2,0.25,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,,,Pd(OAc)2/R-Josiphos SL-J009-1,1.0,PF-06828598,C1CN(CCN1)CCCCOc1cccc2c1CNC2=O,,MFCD00024023,c12c(ccc(c1)Br)nccc2,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,Brc1ccc2ncccc2c1,Brc1ccc2ncccc2c1,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,C(O[Pd]OC(C)=O)(C)=O,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,2017
298,299,5__PF-06828598__MFCD00024023__,SCRN_98,00119131-2440,RKB-03769407,BUCHWALD,Metal Mediated,Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][NH:25][CH2:24][CH2:23]3>>[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][N:25]([c:1]4[cH:10][c:9]([c:4]5[cH:3][cH:2]4)[cH:8][cH:7][cH:6][n:5]5)[CH2:24][CH2:23]3,PF-07013203,O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12,5,225.0,7551.78887455628,,Dioxane,110.0,18.0,0.125,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,Pd(OAc)2,0.25,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,,,Pd(OAc)2/cataCXium A,1.0,PF-06828598,C1CN(CCN1)CCCCOc1cccc2c1CNC2=O,,MFCD00024023,c12c(ccc(c1)Br)nccc2,,,,3.0,MFCD00145114,P4-t-Bu,,,,Pd coupling,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,Brc1ccc2ncccc2c1,Brc1ccc2ncccc2c1,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,C(O[Pd]OC(C)=O)(C)=O,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,2017
299,300,5__PF-06828598__MFCD00024023__,SCRN_98,00119131-2440,RKB-03769408,BUCHWALD,Metal Mediated,[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3,PF-07013203,O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12,5,225.0,4783.73326340275,,Dioxane,110.0,18.0,0.125,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,Pd(OAc)2,0.25,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,,,Pd(OAc)2/BINAP,1.0,PF-06828598,C1CN(CCN1)CCCCOc1cccc2c1CNC2=O,,MFCD00024023,c12c(ccc(c1)Br)nccc2,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,Brc1ccc2ncccc2c1,Brc1ccc2ncccc2c1,O=C1NCc2c(OCCCCN3CCNCC3)cccc21,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,2017
