,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand,Year
945,1438,43__PF-06859139____,SCRN_74,00119131-2069,RKB-03662530,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,43,310.0,1342955.25,0.0910011901021287,MeOH/H2O 4:1,80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2015
946,1439,43__PF-06859139____,SCRN_75,00119131-2070,RKB-03662786,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,43,310.0,1342955.25,0.0910011901021287,MeOH/H2O 4:1,80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2015
947,1443,43__PF-04508955____,SCRN_243,00119131-1961,RKB-03641689,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([C:6]1([C:11]([O:13][CH2:14][CH3:15])=[O:12])[CH2:10][N:9](Cc2ccccc2)[CH2:8][CH2:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([C:6]1([C:11]([O:13][CH2:14][CH3:15])=[O:12])[CH2:10][NH:9][CH2:8][CH2:7]1)=[O:5],PF-04950815,CCOC(=O)C1(CCNC1)C(=O)OCC,43,210.0,6105767.0,,EtOH,60.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-04508955,N1(CC(CC1)(C(=O)OCC)C(=O)OCC)Cc1ccccc1,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,,2015
948,1444,43__PF-01037411____,SCRN_110,00119131-2600,RKB-03962848,HYDROGENATION,Metal Mediated,[OH:1][CH2:2][c:3]1[cH:12][c:7]([CH2:8][C:9]([OH:11])=[O:10])[cH:6][cH:5][cH:4]1>>[OH:1][CH2:2][CH:3]1[CH2:12][CH:7]([CH2:8][C:9]([OH:11])=[O:10])[CH2:6][CH2:5][CH2:4]1,PF-07081154,OCC1CCCC(CC(=O)O)C1,43,,1465.75406,57.7073433466322,IPA/H2O 3:1,110.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,PF-01037411,c1(cc(ccc1)CO)CC(O)=O,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,RaNi 4100,,2017
949,1449,43__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963362,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,43,,7772.29595979325,87.7534222685791,AcOH/H2O 1:3,110.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,,2010
950,1450,42__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005384,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,42,280.0,3368638.5,,AcOH,60.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,3.0,,,Hydrogenation,10%% Pd/C (dry),,2017
951,1452,42__PF-06885968____,SCRN_217,00119131-2162,RKB-03678650,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,42,280.0,73106.26953125,72.9942981312875,IPA,80.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,10%% Pd/C (dry),,2016
952,1453,42__PF-06878469____,SCRN_72,00119131-2040,RKB-03676043,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,42,210.0,10997633.0,,MeOH,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,,2015
953,1455,42__PF-06859139____,SCRN_74,00119131-2069,RKB-03662531,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,42,310.0,2697395.5,1.08836482837516,"2,2,2-Trifluoroethanol",80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,,2015
954,1456,42__PF-06859139____,SCRN_75,00119131-2070,RKB-03662787,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,42,310.0,2697395.5,1.08836482837516,"2,2,2-Trifluoroethanol",80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,,2015
955,1458,42__PF-06847277____,SCRN_436,00119131-1812,RKB-03610041,HYDROGENATION,Metal Mediated,C(c1ccccc1)[N:1]([C:2]2([CH2:6][CH:4]3[CH2:3]2)[CH2:5]3)Cc4ccccc4>>[NH2:1][C:2]1([CH2:6][CH:4]2[CH2:3]1)[CH2:5]2,PF-03502366,NC12CC(C1)C2,42,210.0,166436.546875,,MeOH,25.0,18.0,0.12,MFCD00011420,N.Cl,,,20% Pd(OH)2/C,,,[Pd](O)O,,,,1.0,PF-06847277,C1C2(CC1C2)N(Cc1ccccc1)Cc1ccccc1,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,N.Cl,2013
956,1462,41__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005385,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,41,280.0,2661954.75,,AcOH,60.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10%% Pd/C (dry),,2017
957,1463,41__PF-06885968____,SCRN_217,00119131-2162,RKB-03678643,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,41,280.0,125170.3671875,61.842261007433,"2,2,2-Trifluoroethanol",80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2016
958,1464,41__PF-06878469____,SCRN_72,00119131-2040,RKB-03676044,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,41,210.0,9836208.0,,DMF,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,5% Pd/C,,2015
959,1465,41__PF-06878469____,SCRN_72,00119131-2040,RKB-03676045,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,41,210.0,9296985.0,,THF,50.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,10%% Pd/C (dry),,2015
960,1467,41__PF-06859139____,SCRN_74,00119131-2069,RKB-03662532,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,41,310.0,1231345.25,0.884669327653926,AcOH/H2O 4:1,80.0,18.0,0.25,,,,,RaNi 4200,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,,None,3.0,,,Hydrogenation,RaNi 4200,,2015
961,1468,41__PF-06859139____,SCRN_75,00119131-2070,RKB-03662788,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,41,310.0,1231345.25,0.884669327653926,AcOH/H2O 4:1,80.0,18.0,0.25,,,,,RaNi 4200,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,,None,3.0,,,Hydrogenation,RaNi 4200,,2015
962,1471,41__PF-06847277____,SCRN_436,00119131-1812,RKB-03610042,HYDROGENATION,Metal Mediated,C(c1ccccc1)[N:1]([C:2]2([CH2:6][CH:4]3[CH2:3]2)[CH2:5]3)Cc4ccccc4>>[NH2:1][C:2]1([CH2:6][CH:4]2[CH2:3]1)[CH2:5]2,PF-03502366,NC12CC(C1)C2,41,210.0,202198.046875,,MeOH,25.0,18.0,0.2,MFCD00011420,N.Cl,,,20% Pd(OH)2/C,,,[Pd](O)O,,,,1.0,PF-06847277,C1C2(CC1C2)N(Cc1ccccc1)Cc1ccccc1,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,N.Cl,2013
963,1478,41__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963363,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,41,,299048.345974609,100.0,MeOH,110.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,PtO2,,2010
964,1479,40__WYE-250410____,SCRN_95,00119131-2358,RKB-03727417,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,40,,18253.521484375,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,[Pd](O)O,,2016
965,1481,40__PF-07100869__MFCD00070838__,SCRN_115,00119131-2737,RKB-04007975,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:7][c:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[n:5][cH:4][cH:3]1>>[CH3:1][CH:2]1[CH2:7][CH:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[NH:5][CH2:4][CH2:3]1,PF-07100868,CC1CCNC(C1)c2ccn(C)n2,40,225.0,428661.971137853,,IPA/H2O 3:1,60.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-07100869,n1(nc(cc1)c1nccc(c1)C)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10%% Pd/C (dry),,2018
966,1483,40__PF-06859139____,SCRN_74,00119131-2069,RKB-03662533,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,40,310.0,1090750.625,0.314817429806865,"2,2,2-Trifluoroethanol",80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2015
967,1484,40__PF-06859139____,SCRN_75,00119131-2070,RKB-03662789,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,40,310.0,1090750.625,0.314817429806865,"2,2,2-Trifluoroethanol",80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2015
968,1485,40__PF-06847277____,SCRN_436,00119131-1812,RKB-03610043,HYDROGENATION,Metal Mediated,C(c1ccccc1)[N:1]([C:2]2([CH2:6][CH:4]3[CH2:3]2)[CH2:5]3)Cc4ccccc4>>[NH2:1][C:2]1([CH2:6][CH:4]2[CH2:3]1)[CH2:5]2,PF-03502366,NC12CC(C1)C2,40,210.0,205169.734375,,MeOH,25.0,18.0,0.12,MFCD00011420,N.Cl,,,20% Pd(OH)2/C,,,[Pd](O)O,,,,1.0,PF-06847277,C1C2(CC1C2)N(Cc1ccccc1)Cc1ccccc1,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,N.Cl,2013
969,1486,40__PF-01037411____,SCRN_110,00119131-2600,RKB-03962849,HYDROGENATION,Metal Mediated,[OH:1][CH2:2][c:3]1[cH:12][c:7]([CH2:8][C:9]([OH:11])=[O:10])[cH:6][cH:5][cH:4]1>>[OH:1][CH2:2][CH:3]1[CH2:12][CH:7]([CH2:8][C:9]([OH:11])=[O:10])[CH2:6][CH2:5][CH2:4]1,PF-07081154,OCC1CCCC(CC(=O)O)C1,40,,1804.99997,59.893828125,THF,110.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,PF-01037411,c1(cc(ccc1)CO)CC(O)=O,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,RaNi 4100,,2017
970,1487,40__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963372,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,40,,133882.261565057,90.1358017755823,MeOH,110.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,,2010
971,1488,4__WYE-250410____,SCRN_95,00119131-2358,RKB-03727493,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][CH:4]([n:6]1[c:13]([c:9]2[c:8](Br)[n:7]1)[s:12][c:11]([C:14]([O:16][CH2:17][CH3:18])=[O:15])[cH:10]2)[CH3:5]>>[CH3:1][CH2:2][O:3][CH:4]([n:6]1[c:13]([c:9]2[cH:8][n:7]1)[s:12][c:11]([C:14]([O:16][CH2:17][CH3:18])=[O:15])[cH:10]2)[CH3:5],PF-06932081,CCOC(C)n1ncc2cc(sc12)C(=O)OCC,4,,474027.5,,EtOH,50.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,[Pd](O)O,,2016
